Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
현금및예치금,916944,703326,1284252
당기손익-공정가치측정금융자산,414952,81042,76541
기타포괄손익-공정가치측정금융자산,1713135,1347268,1513969
상각후원가측정유가증권,1113937,1183911,771815
지분법적용 투자지분,56097,28173,31136
상각후원가측정대출채권,19052053,18886715,16438031
유형자산,300199,193459,182882
사용권자산,20399,20899,20710
무형자산,111236,96793,84196
투자부동산,14046,14012,14618
순확정급여자산,29364,35125,12901
이연법인세자산,32118,37496,30004
기타자산,370168,482134,227124
자산총계,24144648,23110353,20688179
자본과 부채,,,
부채,,,
예수부채,19214471,18869881,16791849
당기손익-공정가치측정금융부채,9045,3785,247
차입부채,578740,527760,509583
사채,1750315,1424690,1182397
충당부채,32710,12664,11646
당기법인세부채,31854,28955,36970
이연법인세부채,,1184,1130
기타부채,523625,415298,422182
부채총계,22140760,21284217,18956004
자본,,,
지배주주지분,1860613,1700832,1627740
자본금,461622,461622,461622
자본잉여금,214141,214141,214141
기타포괄손익누계액,"(2,891)","(34,645)","(22,463)"
이익잉여금,1187741,1059714,974440
대손준비금 적립액,141026,109851,113806
대손준비금 전입(환입) 필요액,12393,31175,"(3,955)"
대손준비금 전입(환입) 예정액,12393,31175,"(3,955)"
비지배지분,143275,125304,104435
자본총계,2003888,1826136,1732175
자본과부채총계,24144648,23110353,20688179
