Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
영업이익(손실),271737,274146,243130
순이자손익,709990,660760,546909
이자수익,1316864,968540,707468
유효이자율적용이자수익,1316242,966948,706486
당기손익-공정가치로 측정하는 금융자산의 이자수익,622,1592,982
이자비용,"(606,874)","(307,780)","(160,559)"
순수수료손익,7807,7056,3021
수수료수익,51062,47000,44240
수수료비용,"(43,255)","(39,944)","(41,219)"
당기손익-공정가치측정금융상품관련손익,19554,6898,12045
기타포괄손익-공정가치측정금융상품관련손익,1424,690,2177
상각후원가측정금융상품관련손익,,,23
신용손실충당금 전입액,"(135,432)","(101,808)","(54,421)"
신용손실충당금 환입액,163,240,18493
기타영업손익,"(57,505)","(41,594)","(32,458)"
판매비와관리비,"(274,264)","(258,096)","(252,659)"
영업외손익,"(2,770)","(2,050)",(430)
법인세차감전순이익,268967,272096,242700
법인세비용,"(64,446)","(66,959)","(59,774)"
당기순이익(손실),204521,205137,182926
대손준비금 반영후 조정이익(손실),192128,173962,186880
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),187236,190246,172500
비지배지분에 귀속되는 당기순이익(손실),17285,14891,10426
기타포괄손익,33433,"(5,228)",4200
당기손익으로 재분류 되지않는 세후기타포괄손익 구성요소,,,
확정급여제도의재측정요소,"(6,713)",9572,144
기타포괄손익-공정가치측정지분상품평가손익,(861),(295),1373
당기손익으로 재분류되는 세후기타포괄손익의 구성요소,,,
기타포괄손익-공정가치측정금융자산관련손익,36564,"(31,662)","(16,682)"
해외사업환산손익,4443,17157,19365
총포괄손익,237954,199909,187126
포괄손익의 귀속,,,
지배기업의 소유주에게 귀속되는 총포괄손익,218990,178064,168690
비지배지분에 귀속되는 총포괄손익,18964,21845,18436
주당이익(손실),,,
보통주기본주당이익(손실) (단위 : 원),2028,2061,1868
보통주희석주당이익(손실) (단위 : 원),2028,2061,1868
