Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
"매출액 (주25,30,31,39,43)",11963925991,9045480488,8311275924
"매출원가 (주10,25,33,39,43)",11309062476,8882619441,8520484596
매출총이익,654863515,162861047,"(209,208,672)"
"판매비와관리비 (주32,33,39)",476223550,452012200,591054105
영업이익(손실),178639965,"(289,151,153)","(800,262,777)"
"금융수익 (주25,34,39)",631106222,1139354504,514057441
"금융비용 (주25,34,39)",1124111388,1591690209,999733145
"기타영업외수익 (주25,35,39)",580068983,812715869,471302460
"기타영업외비용 (주25,35,39)",231326649,491268710,296165988
지분법손익,"(14,131)","(1,444,085)","(646,157)"
법인세비용차감전순이익(손실),34363002,"(421,483,784)","(1,111,448,166)"
법인세비용(수익) (주36),9673788,"(69,419,162)","(297,220,204)"
당기순이익(손실),24689214,"(352,064,622)","(814,227,962)"
"기타포괄손익 (주25,28,39)","(109,936,015)",46091087,"(20,954,613)"
후속적으로 당기손익으로 재분류되는 세후기타포괄손익:,"(13,035,775)",555890,7722824
파생상품평가손익,"(10,298,671)",525597,7717898
해외사업환산손익,"(2,737,104)",30293,4926
후속적으로 당기손익으로 재분류되지 않는 세후기타포괄손익:,"(96,900,240)",45535197,"(28,677,437)"
기타포괄손익-공정가치측정금융자산평가손익,(63),(186),"(41,861)"
보험수리적손익,"(97,639,438)",43307734,"(28,635,576)"
유형자산재평가손익,739261,2227649,
총포괄손익,"(85,246,801)","(305,973,535)","(835,182,575)"
당기순이익(손실)의 귀속,,,
지배기업의 소유주지분,24686073,"(352,064,622)","(814,227,962)"
비지배지분,3141,0,0
총포괄손익의 귀속,,,
지배기업의 소유주지분,"(85,241,634)","(305,973,535)","(835,182,575)"
비지배지분,"(5,167)",0,0
지배기업의 소유주지분에 대한 주당손익 (주37),,,
기본주당이익(손실) (단위 : 원),278,"(3,966)","(10,713)"
