Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
현금및상각후원가측정예치금,235890,235217,292798
당기손익-공정가치측정금융자산,14789,10059,4266
상각후원가측정대출채권,5576304,5672522,5578929
기타포괄손익-공정가치측정금융자산,841798,652113,707912
상각후원가측정유가증권,298703,302110,184889
유형자산,41881,45782,42616
무형자산,48413,55901,68445
투자부동산,14387,16222,8163
확정급여자산,1755,2695,0
당기법인세자산,2297,0,0
이연법인세자산,5501,9922,6402
기타자산,80996,317761,49794
자산총계,7162714,7320304,6944214
자본과 부채,,,
부채,,,
예수부채,5961275,6156301,5733643
차입부채,173437,215331,232810
사채,249905,249807,269705
확정급여부채,0,0,2294
충당부채,5963,3254,2877
당기법인세부채,0,1520,3255
기타부채,236283,172237,183685
부채총계,6626863,6798450,6428269
자본,,,
지배주주지분,535851,521854,515945
자본금,160644,160644,160644
신종자본증권,49835,49835,49837
자본잉여금,10311,10311,10311
자본조정,416,255,396
기타포괄손익누계액,"(11,156)","(26,244)","(15,082)"
이익잉여금,325801,327053,309839
대손준비금 적립액,60796,59037,40614
대손준비금 전입(환입) 필요액,"(8,129)",1759,18423
대손준비금 전입(환입) 예정액,"(8,129)",1759,18423
비지배지분,0,0,0
자본총계,535851,521854,515945
자본과부채총계,7162714,7320304,6944214
