Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
Ⅰ.매출액,728664902522,695890221570,590132045596
Ⅱ.매출원가,646583166227,622895551416,522637069131
Ⅲ.매출총이익,82081736295,72994670154,67494976465
Ⅳ.판매비와관리비,45973301179,41707884981,40200189299
대손상각비(환입),277415033,"(60,844,178)",2128259
기타판매비와관리비,45695886146,41768729159,40198061040
Ⅴ.영업이익,36108435116,31286785173,27294787166
VI.영업외손익,"(6,448,154,742)","(16,149,497,348)","(944,528,474)"
기타수익,12306459881,11250115170,6740760827
기타비용,4426270155,13916931235,6224488710
금융수익,7927796815,13857200456,14978921733
1.유효이자율법에 따른 이자수익,465048,3159976,4444565
2.기타 금융수익,7927331767,13854040480,14974477168
금융비용,22256141283,27339881739,16439722324
Ⅶ.법인세비용차감전순이익,29660280374,15137287825,26350258692
법인세비용(수익),8655519436,10400858737,"(3,136,825,603)"
당기순이익(손실),21004760938,4736429088,29487084295
기타포괄손익,"(4,672,643,775)",6095879507,32090624048
후속적으로 당기손익으로 재분류되지 않는 포괄손익,"(4,608,599,655)",7088451083,29303739331
1.확정급여제도의 재측정손익,"(5,695,494,673)",8527450303,3140353557
2.공정가치측정금융자산평가,"(138,175,770)","(223,655,040)",350071170
3.재평가이익,,,34078471850
4.재분류되지 않는 항목과 관련된 법인세,1225070788,"(1,215,344,180)","(8,265,157,246)"
후속적으로 당기손익으로 재분류되는 항목,"(64,044,120)","(992,571,576)",2786884717
1.현금흐름위험회피 파생상품평가손실,,,543327238
2.재분류되는 항목과 관련된 법인세,,,"(119,531,992)"
3.해외사업환산손익,"(64,044,120)","(992,571,576)",2363089471
X.당기총포괄손익,16332117163,10832308595,61577708343
당기순이익(손실)의 귀속,,,
지배기업 소유주 지분,36727677522,3041292679,28970241805
비지배지분,"(15,722,916,584)",1695136409,516842490
당기 총 포괄손익의 귀속,,,
지배기업 소유주지분,32116242643,8710368155,57350624441
비지배지분,"(15,784,125,480)",2121940440,4227083902
XⅠ.주당이익,,,
기본주당이익(손실) (단위 : 원),954,79,753
지배기업소유주의 기본주당순이익 (단위 : 원),954,79,753
