Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
"매출액 (주28,34,35,47)",21296205574,17302020185,15493381773
"매출원가 (주10,28,37,47)",20248178434,16935580632,16010119587
매출총이익(손실),1048027140,366439553,"(516,737,814)"
"판매비와관리비 (주19,36,37,43)",765766421,722000146,868077963
영업이익(손실) (주35),282260719,"(355,560,593)","(1,384,815,777)"
"금융수익 (주28,38,43)",1228756177,2166858716,918409856
"금융비용 (주28,38,43)",2094933829,2838396135,1628852416
"기타영업외수익 (주28,33,39,43)",918721117,1365441508,886295863
"기타영업외비용 (주17,19,28,33,39,43)",342928841,767948164,422536958
"지분법손익 (주12,13)",78973,"(1,490,584)","(684,843)"
법인세비용차감전순이익(손실),"(8,045,684)","(431,095,252)","(1,632,184,275)"
법인세비용(수익) (주40),"(152,975,968)","(135,918,156)","(490,979,862)"
당기순이익(손실) (주35),144930284,"(295,177,096)","(1,141,204,413)"
"기타포괄손익 (주17,26,28,31,43)","(155,998,339)",34964936,94266221
후속적으로 당기손익으로 재분류되는 세후기타포괄손익,"(10,226,783)",5292315,89766753
파생상품평가손익,"(9,397,532)","(430,967)",7717898
해외사업환산손익,"(1,647,073)",309323,64335809
지분법자본변동,817822,5413959,17713046
후속적으로 당기손익으로 재분류되지 않는 세후기타포괄손익,"(145,771,556)",29672621,4499468
기타포괄손익-공정가치측정금융자산평가손익,16443275,"(35,247,611)",50542698
보험수리적손익,"(169,411,894)",59557136,"(39,463,435)"
"세후기타포괄손익, 자산재평가차익(차손)",7447995,5306906,"(6,281,609)"
지분법이익잉여금,"(250,932)",56190,"(298,186)"
총포괄이익(손실),"(11,068,055)","(260,212,160)","(1,046,938,192)"
당기순이익(손실)의 귀속,,,
지배기업의 소유주지분,221711002,"(216,949,612)","(929,318,924)"
비지배지분,"(76,780,718)","(78,227,484)","(211,885,489)"
총포괄이익(손실)의 귀속,,,
지배기업의 소유주지분,103218375,"(202,696,442)","(829,592,128)"
비지배지분,"(114,286,430)","(57,515,718)","(217,346,064)"
주당이익(손실),,,
기본주당이익(손실) (단위 : 원) (주41),3135,"(3,068)","(13,142)"
