Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,364320450865,277770353237,233985567170
매출원가,332365472184,248871068711,212729788961
매출총이익,31954978681,28899284526,21255778209
판매비와관리비,21181149609,19607180591,14729549919
영업이익(손실),10773829072,9292103935,6526228290
금융수익,5234046239,5615272963,1379519506
금융비용,6058592381,5932982844,6929495282
기타영업외수익,12218193859,12812420453,8007642489
기타영업외비용,30640320714,35558162614,22312584489
지분법이익(손실),"(6,175,887,038)","(3,386,449,137)","(4,164,794,367)"
법인세비용차감전순이익(손실),"(14,648,730,963)","(17,157,797,244)","(17,493,483,853)"
법인세비용(수익),5581517537,5478488113,314765573
당기순이익(손실),"(20,230,248,500)","(22,636,285,357)","(17,808,249,426)"
지배기업의 소유주지분,"(20,259,661,582)","(22,647,888,264)","(17,629,400,835)"
비지배지분,29413082,11602907,"(178,848,591)"
기타포괄손익,"(1,956,580,826)",1134197347,3814339270
후속적으로 당기손익으로 재분류되지 않는 포괄손익,173787703,1370857823,"(1,392,546,516)"
확정급여제도의 재측정요소,221331442,1772912533,"(1,785,316,047)"
당기손익으로 재분류되지 않는 항목의 법인세,"(47,543,739)","(402,054,710)",392769531
후속적으로 당기손익으로 재분류되는 포괄손익,"(2,130,368,529)","(236,660,476)",5206885786
해외사업환산손익,"(615,706,932)",33791826,4407983015
지분법자본변동,"(1,514,661,597)","(270,452,302)",798902771
총포괄손익,"(22,186,829,326)","(21,502,088,010)","(13,993,910,156)"
지배기업의 소유주지분,"(22,216,234,331)","(21,513,690,917)","(14,456,909,530)"
비지배지분,29405005,11602907,462999374
주당이익,,,
기본주당이익 (단위 : 원),(109),(121),(130)
희석주당이익 (단위 : 원),(109),(121),(130)
