Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,4878663471,4321329651,42376294297
매출원가,3421657232,3065784247,20668989198
매출총이익,1457006239,1255545404,21707305099
판매비와관리비,32369979227,24301835124,26757388460
영업이익(손실),"(30,912,972,988)","(23,046,289,720)","(5,050,083,361)"
기타이익,19919531364,1879838011,4289696851
기타손실,11871114714,1453587769,21839911205
금융수익,46180182461,5013335533,10962306779
금융원가,70288670678,5140039292,4339596491
관계기업투자주식지분법이익(손실),"(4,178,866,645)",4120405,360434202
법인세비용차감전순이익(손실),"(51,151,911,200)","(22,742,622,832)","(15,617,153,225)"
법인세비용(수익),"(2,940,737,551)",614643500,2723295055
계속영업이익(손실),"(48,211,173,649)","(23,357,266,332)","(18,340,448,280)"
중단영업이익(손실),"(1,830,609,433)","(2,211,009,228)",
당기순이익(손실),"(50,041,783,082)","(25,568,275,560)","(18,340,448,280)"
지배회사지분 당기순손익,"(48,923,631,401)","(23,868,946,514)","(15,900,733,628)"
비지배지분 당기순손익,"(1,118,151,681)","(1,699,329,046)","(2,439,714,652)"
기타포괄손익,7776371767,"(321,273,199)",22606030988
당기손익으로 재분류되지 않는 항목,7494356315,223360326,22414515307
순확정급여부채의 재측정요소,"(787,625,963)",83066871,52254748
기타포괄손익-공정가치측정금융자산평가이익,2515486803,119199336,"(1,320,535,587)"
재평가잉여금의 변동,5798783688,,23682796146
관계기업 기타포괄손익 지분,"(32,288,213)",21094119,
후속적으로 당기손익으로 재분류되는 항목,282015452,"(544,633,525)",191515681
관계기업 기타포괄손익에 대한 지분,,,156780017
해외사업환산손익,282015452,"(544,633,525)",34735664
총포괄손익,"(42,265,411,315)","(25,889,548,759)",4265582708
지배회지분 당기총포괄손익,"(41,155,613,161)","(23,893,545,271)",6705297360
비지배지분 당기총포괄손익,"(1,109,798,154)","(1,641,321,217)","(2,439,714,652)"
주당손익,,,
기본주당이익(손실) (단위 : 원),(661),(345),(232)
계속영업기본주당이익(손실) (단위 : 원),(644),(323),(232)
중단영업기본주당이익(손실) (단위 : 원),(17),(22),
희석주당이익(손실) (단위 : 원),(661),(345),(232)
계속영업희석주당이익(손실) (단위 : 원),(644),(323),(232)
중단영업희석주당이익(손실) (단위 : 원),(17),(22),
