Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
당기순이익(손실),1150611,1863123,1414972
세후기타포괄손익,94502,746333,904443
후속적으로 당기손익으로 재분류되지 않는 항목,,,
확정급여제도의 재측정손익(세후기타포괄손익),"(256,951)",324767,194
관계기업의 재측정요소에 대한 지분,18228,48057,"(61,592)"
기타포괄손익-공정가치 측정 금융자산,"(2,267)","(24,368)","(15,129)"
후속적으로 당기손익으로 재분류되는 항목,,,
관계기업 및 공동기업의 기타포괄손익(재측정요소 제외)에 대한 지분,25004,"(24,988)",256448
"세후기타포괄손익, 현금흐름위험회피","(58,110)",100732,66098
해외사업장환산외환차이(세후기타포괄손익),368598,322133,658424
세후총포괄이익,1245113,2609456,2319415
세후총포괄이익의 귀속,,,
지배기업의 소유주지분,818301,1911429,1888995
비지배지분,426812,698027,430420
