Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
Ⅰ.영업수익,9947400,10548842,7592350
1.수수료수익,690008,671605,813068
2.당기손익-공정가치측정금융상품관련이익,6771817,7497291,5348644
3.기타포괄손익-공정가치측정금융상품관련이익,9341,588,8450
4.이자수익,1399320,942527,669530
(1)당기손익-공정가치측정금융상품이자수익,766297,469601,341348
(2)유효이자율적용이자수익,633023,472926,328182
5.신용손실충당금환입액,579,1796,2264
6.외환거래이익,998980,1368951,685489
7.기타의영업수익,77355,66084,64905
Ⅱ.영업비용,9694337,10427867,7006716
1.수수료비용,160380,157120,173099
2.당기손익-공정가치측정금융상품관련손실,6589478,7453226,4970767
3.기타포괄손익-공정가치측정금융상품관련손실,16031,15356,19287
4.이자비용,955644,514108,221668
5.신용손실충당금전입액,152725,1252,82399
6.외환거래손실,1011382,1544504,792996
7.판매비와관리비,750021,720392,734454
8.기타의영업비용,58676,21909,12046
Ⅲ.영업이익,253063,120975,585634
Ⅳ.영업외수익,109905,625324,148640
Ⅴ.영업외비용,225888,188658,318749
Ⅵ.법인세비용차감전순이익,137080,557641,415525
Ⅶ.법인세비용,36240,145302,94863
Ⅷ.당기순이익,100840,412339,320662
1.지배기업소유주지분순이익,100915,412496,320784
2.비지배기업소유지분순이익,(75),(157),(122)
Ⅸ.기타포괄손익,27538,15112,45338
후속적으로 당기손익으로 재분류될 수 있는 항목:,,,
1.기타포괄손익-공정가치측정금융상품평가손익,56298,"(25,313)","(10,527)"
2.지분법자본변동,0,"(7,333)",7686
3.해외사업환산손익,7500,11377,34452
4.법인세효과,"(16,288)",8969,"(4,267)"
후속적으로 당기손익으로 재분류될 수 없는 항목:,,,
1.기타포괄손익-공정가치측정금융상품평가손익,"(30,020)",40927,26345
2.당기손익-공정가치측정지정금융부채의 자기신용위험 조정,4012,"(5,919)","(1,526)"
3.퇴직급여부채의 보험수리적손익,"(1,404)",0,0
4.법인세효과,7440,"(7,596)","(6,825)"
Ⅹ.총포괄이익,128378,427451,366000
1.지배기업소유지분총포괄이익,128453,427608,366122
2.비지배기업소유지분총포괄이익,(75),(157),(122)
