Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,80764375263,58776316282,62580189936
매출원가,75494394727,57971224730,67251531177
매출총이익,5269980536,805091552,"(4,671,341,241)"
판매비와관리비,9812945974,9254026303,7424815411
영업이익,"(4,542,965,438)","(8,448,934,751)","(12,096,156,652)"
기타수익,1920931546,2823494519,5609708927
기타비용,3702933509,2349298324,11188776896
금융수익,2525686374,1421921324,1831443010
금융비용,3400197938,5629968086,2203977413
법인세비용차감전순이익,"(7,199,478,965)","(12,182,785,318)","(18,047,759,024)"
법인세비용(수익),415766433,131507990,"(149,871,141)"
계속영업이익(손실),"(7,615,245,398)","(12,314,293,308)","(17,897,887,883)"
중단영업이익(손실),,,811275480
당기순이익,"(7,615,245,398)","(12,314,293,308)","(17,086,612,403)"
기타포괄손익,"(1,482,008,372)","(39,010,486)",3097888374
당기손익으로 재분류되지 않는항목(세후기타포괄손익),"(1,479,078,877)","(39,010,486)",3097888374
확정급여제도의 재측정손익(세후기타포괄손익),"(769,218,617)",224987280,275122959
"세후기타포괄손익, 지분상품에 대한 투자자산","(709,860,260)","(263,997,766)",2822765415
당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),"(2,929,495)",,
해외사업환산손익,"(2,929,495)",,
총포괄손익,"(9,097,253,770)","(12,353,303,794)","(13,988,724,029)"
당기순이익(손실)의 귀속,,,
계속영업,"(7,615,245,398)","(12,314,293,308)","(17,897,887,883)"
지배기업의 소유주지분,"(8,067,538,387)","(12,393,705,179)","(17,911,437,678)"
비지배지분,452292989,79411871,13549795
중단영업,,,811275480
지배기업의 소유주지분,,,653527470
비지배지분,,,157748010
총 포괄손익의 귀속,,,
지배기업의 소유주지분,"(9,537,100,060)","(12,475,345,142)","(14,197,312,471)"
비지배지분,439846290,122041348,208588442
주당이익,,,
기본주당이익(손실) (단위 : 원),,,
계속영업 기본 및 희석주당손익 (단위 : 원),(431),(683),"(1,048)"
중단영업기본주당이익(손실) (단위 : 원),,,47
희석주당이익(손실) (단위 : 원),,,
중단영업희석주당이익(손실) (단위 : 원),,,44
