Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
"Ⅰ.매출액 (주26,27,37)",2843980012,2450545975,1997709556
"Ⅱ.매출원가 (주26,27,31,37)",2651978862,2312166890,1872932579
Ⅲ.매출총이익,192001150,138379085,124776977
"Ⅳ.판매비와관리비 (주28,31)",112177262,90205351,85314854
Ⅴ.영업이익,79823888,48173734,39462123
Ⅵ.영업외손익,"(14,339,042)","(16,795,281)","(16,860,252)"
"(1)기타수익 (주5,29)",34591775,45566382,27857301
"(2)기타비용 (주5,29)","(33,586,869)","(40,344,913)","(16,306,578)"
"(3)금융수익 (주5,30)",26323974,30450716,8814624
"(4)금융비용 (주5,30)","(41,206,968)","(52,049,008)","(36,710,839)"
(5)관계기업 및 공동기업투자손익 (주12),"(460,954)","(418,458)","(514,760)"
Ⅶ.법인세비용차감전순이익,65484846,31378453,22601871
Ⅷ.법인세비용(수익) (주32),"(6,388,152)",9547747,"(2,556,581)"
Ⅸ.계속영업이익(손실),71872998,21830706,25158452
Ⅹ.중단영업이익(손실),0,0,3778885
XI.당기순이익,71872998,21830706,28937337
XⅡ.기타포괄손익,"(106,006)","(12,764,478)",1762381
(1)후속적으로 당기손익으로 재분류되지 않는 항목,2094186,"(15,235,354)","(2,572,404)"
1.확정급여제도의 재측정요소 (주19),"(2,393,640)",5082175,1691678
"2.파생상품평가손익 (주5,8,24)",4487826,"(20,317,529)","(4,264,082)"
(2)후속적으로 당기손익으로 재분류될 수 있는 항목,"(2,200,192)",2470876,4334785
1.지분법자본변동 (주12),48402,197292,"(34,364)"
2.해외사업환산손익 (주24),"(2,248,594)",2273584,4369149
XⅢ.총포괄이익(손실) (주24),71766992,9066228,30699718
XIV.당기순이익의 귀속,,,
(1)지배기업소유주,70616029,20583178,27929566
(2)비지배지분,1256969,1247528,1007771
XV.총포괄이익의 귀속,,,
(1)지배기업의 소유주,71703996,7736608,29614950
(2)비지배지분,62996,1329620,1084768
XVI.주당손익,,,
(1)기본주당계속영업이익 (단위 : 원) (주33),571,178,28
(2)희석주당계속영업이익 (단위 : 원) (주33),570,178,28
(3)기본주당순이익 (단위 : 원) (주33),571,178,32
(4)희석주당순이익 (단위 : 원) (주33),570,178,32
