Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
영업이익(손실),799978,825758,708288
순이자손익,1906577,1740142,1452481
이자수익,3395912,2526241,1899556
유효이자율적용이자수익,3395912,2526241,1899556
이자비용,1489335,786099,447075
순수수료손익,78998,64454,61400
수수료수익,190580,170076,157293
수수료비용,111582,105622,95893
순리스손익,61638,66653,67930
리스수익,276704,290234,345063
리스비용,215066,223581,277133
당기손익-공정가치측정금융상품관련손익,76883,59145,79107
기타포괄손익-공정가치측정금융상품관련손익,1509,868,6596
상각후원가측정금융상품관련손익,0,0,23
신용손실충당금 전입액,442457,256532,135568
판매비와관리비,772275,720301,725005
기타영업손익,"(110,895)","(128,671)","(98,676)"
영업외손익,(478),6441,"(11,874)"
법인세차감전순이익,799500,832199,696414
법인세비용,195576,213942,171002
당기순이익(손실),603924,618257,525412
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),585981,601020,506562
비지배지분에 귀속되는 당기순이익(손실),17943,17237,18850
기타포괄손익,54574,"(18,271)","(2,589)"
당기손익으로 재분류 되지않는 세후기타포괄손익 구성요소,,,
확정급여제도의재측정요소,"(27,571)",31851,5943
기타포괄손익-공정가치측정지분상품평가손익,"(1,944)","(3,152)",5235
당기손익으로 재분류되는 세후기타포괄손익의 구성요소,,,
기타포괄손익-공정가치측정금융자산관련손익,82440,"(67,561)","(36,155)"
현금흐름위험회피파생상품평가손익,"(2,187)",1946,1650
해외사업환산손익,3790,18679,20738
지분법자본변동 - 후속적으로 재분류 되는 항목,46,(34),0
총포괄손익,658498,599986,522823
포괄손익의 귀속,,,
지배기업의 소유주에게 귀속되는 총포괄손익,640095,578092,498815
비지배지분에 귀속되는 총포괄손익,18403,21894,24008
주당이익(손실),,,
보통주기본주당이익(손실) (단위 : 원),2907.0,2996.0,2510.0
보통주희석주당이익(손실) (단위 : 원),2907.0,2996.0,2510.0
