Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
당기순이익(손실),1578711,2482704,1614682.0
기타포괄손익,"(49,393)",225995,200543.0
당기손익으로 재분류되지 않는항목(세후기타포괄손익),"(61,134)",116505,57514.0
순확정급여제도의재측정요소,"(31,597)",47496,25330.0
관계기업 순확정급여부채의 재측정요소 등,"(21,123)",15791,11922.0
기타포괄손익-공정가치측정지분상품평가손익,"(8,414)",52791,20262.0
자산재평가잉여금,0,427,0.0
당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),11741,109490,143029.0
지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분(세후기타포괄손익),"(1,666)",28523,43177.0
해외사업장환산외환차이(세후기타포괄손익),13636,61720,95105.0
해외사업장순투자의 위험회피손익(세후기타포괄손익),0,21275,2087.0
현금흐름위험회피손익(세후기타포괄손익),(229),"(2,028)",2660.0
총포괄손익,1529318,2708699,1815225.0
포괄손익의 귀속,,,
"포괄손익, 지배기업의 소유주에게 귀속되는 지분",1246376,2320866,1601150.0
"포괄손익, 비지배지분",282942,387833,214075.0
