Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
Ⅰ.순이자손익,857736,836858,780630
1.이자수익,1524475,1208569,951781
2.이자비용,"(666,739)","(371,711)","(171,151)"
Ⅱ.순수수료손익,2047,3411,83582
1.수수료수익,116454,117040,185035
2.수수료비용,"(114,407)","(113,629)","(101,453)"
Ⅲ.당기손익-공정가치측정금융상품관련손익,65790,"(98,982)","(1,778)"
Ⅳ.파생상품관련손익,8892,269621,292311
Ⅴ.금융상품관련기타순손익,33897,"(21,473)",29746
1.상각후원가측정금융상품관련손익,28419,20066,21622
2.기타금융상품관련기타순손익,5478,"(41,539)",8124
Ⅵ.외환거래손익,195449,18449,"(109,626)"
Ⅶ.기타영업수익,21357,21841,22438
Ⅷ.기타영업비용,"(60,761)","(63,571)","(69,727)"
Ⅸ.신용손실반영전순영업손익,1124407,966154,1027576
Ⅹ.신용손실충당금 전입액,"(136,074)","(97,478)","(91,646)"
XI.순영업이익,988333,868676,935930
XⅡ.종업원급여,"(282,640)","(303,349)","(1,672,702)"
XⅢ.일반관리비,"(342,681)","(353,142)","(322,691)"
XIV.영업이익(손실),363012,212185,"(1,059,463)"
XV.기타수익,6294,4235,7860
XVI.기타비용,"(7,300)","(3,610)","(3,543)"
XVII.법인세차감전순이익(손실),362006,212810,"(1,055,146)"
XVIII.법인세 수익(비용),"(84,484)","(67,739)",258657
XIX.당기순이익(손실),277522,145071,"(796,489)"
대손준비금 반영후 조정이익(손실),337881,206094,"(796,072)"
XX.법인세비용차감후 기타포괄손익,50480,17382,"(9,204)"
1.당기손익으로 재분류 되지않는 세후기타포괄손익 구성요소,,,
확정급여제도의재측정요소,"(15,006)",39180,34834
당기손익-공정가치측정지정금융부채 신용위험변동효과,187,1845,(10)
2.당기손익으로 재분류되는 세후기타포괄손익의 구성요소,,,
기타포괄손익-공정가치측정금융자산평가손익,65299,"(23,643)","(44,028)"
XXI.당기총포괄이익(손실),328002,162453,"(805,693)"
XXII.당기순이익(손실)의 귀속,,,
1.지배기업지분,277522,145071,"(796,489)"
2.비지배지분,0,0,0
XXIII.당기총포괄이익(손실)의 귀속,,,
1.지배기업지분,328002,162453,"(805,693)"
2.비지배지분,0,0,0
XXIV.주당이익(손실),,,
1.기본및희석주당이익(손실) (단위 : 원),872,456,"(2,503)"
