Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
영업수익,34145640069,33412042600,32157006379
영업비용,114967982718,83787141638,59863666798
매출원가,16348326301,15563353041,14459449166
대손상각비,5021444116,9809657785,"(121,967,295)"
연구개발비,79608767690,51109697533,39071090274
판매비와관리비,13989444611,7304433279,6455094653
영업이익(손실),"(80,822,342,649)","(50,375,099,038)","(27,706,660,419)"
기타수익,391974451,444716483,3190115949
기타비용,345249115,307994283,238745860
이자수익,5672117907,4179300181,856315476
금융수익,7497071518,5955282325,3177844750
금융비용,9114163902,7758899036,876431537
리스이자수익,135936571,87791682,44994675
지분법평가이익,838097138,52283900,120248565
지분법처분이익,0,0,909288725
법인세비용차감전순이익(손실),"(75,746,558,081)","(47,722,617,786)","(20,523,029,676)"
법인세비용(수익),"(2,042,987,606)","(2,630,824,207)",2868197926
당기순이익(손실),"(73,703,570,475)","(45,091,793,579)","(23,391,227,602)"
기타포괄손익,"(473,833,411)","(629,489,468)","(614,461,923)"
당기손익으로 재분류되지 않는 항목,"(452,767,608)","(650,948,842)","(614,461,923)"
보험수리적손익,0,0,15000405
확정급여제도의 재측정요소,"(936,637,971)",5286250,0
기타포괄손익-공정가치평가손익,467271416,"(696,586,897)","(747,902,400)"
지분법 자본변동,16598947,40351805,118440072
당기손익으로 재분류될 수 있는 항목,"(21,065,803)",21459374,0
해외사업장환산손익,"(21,065,803)",21459374,0
총포괄손익,"(74,177,403,886)","(45,721,283,047)","(24,005,689,525)"
지배기업지분포괄이익(손실),"(74,177,403,886)","(45,721,283,047)","(24,005,689,525)"
비지배기업지분포괄이익(손실),0,0,0
지배기업소유주지분에 대한 주당이익,,,
기본주당이익(손실) (단위 : 원),"(2,595)","(1,609)",(970.0)
희석주당이익(손실) (단위 : 원),"(2,595)","(1,609)",(970.0)
