Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,113358801071,219427343415,78285335654
매출원가,91053601153,174838546114,64043783546
매출총이익,22305199918,44588797301,14241552108
판매비와관리비,38350571307,33806648997,22637116901
영업이익(손실),"(16,045,371,389)",10782148304,"(8,395,564,793)"
기타수익,2684300192,3037013326,2911437091
기타비용,7337191019,4103120403,6614383821
금융수익,4351709110,5037250582,3325041511
금융비용,17553718681,10137430951,2626010259
법인세비용차감전순이익(손실),"(33,900,271,787)",4615860858,"(11,399,480,271)"
법인세비용(수익),5946965840,"(1,588,979,963)",2334924007
당기순이익(손실),"(27,953,305,947)",3026880895,"(9,064,556,264)"
당기순이익(손실)의 귀속,,,
지배기업의 소유주지분,"(25,631,217,679)",2119386537,"(9,537,069,851)"
비지배지분,"(2,322,088,268)",907494358,472513587
기타포괄손익,15947305724,916994610,428112132
후속적으로 당기손익으로 재분류되지 않는 항목,16013435961,1001947312,340069241
확정급여제도의 재측정요소,"(534,972,628)",1001947312,340069241
유형자산재평가이익,16548408589,,
후속적으로 당기손익으로 재분류될 수 있는 항목,"(66,130,237)","(84,952,702)",88042891
해외사업환산손익,"(66,130,237)","(84,952,702)",88042891
총포괄손익,"(12,006,000,223)",3943875505,"(8,636,444,132)"
포괄손익의 귀속,,,
지배기업의 소유주지분,"(9,675,837,255)",3045409761,"(9,108,957,719)"
비지배지분,"(2,330,162,968)",898465744,472513587
주당이익,,,
기본주당이익(손실) (단위 : 원),"(3,120)",275,"(1,248)"
희석주당이익(손실) (단위 : 원),"(3,120)",275,"(1,248)"
