Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
Ⅰ.영업이익,6100850,5905564,5952096
(1)순이자손익,10817922,10596853,10769325
1.이자수익,27579211,20092325,14724230
2.이자비용,"(16,761,289)","(9,495,472)","(3,954,905)"
(2)순수수료손익,2647206,2413542,2674997
1.수수료수익,4175243,3884346,4139885
2.수수료비용,"(1,528,037)","(1,470,804)","(1,464,888)"
(3)순보험손익,1113615,1046224,0
1.보험수익,2899599,2741730,0
2.재보험수익,44985,36274,0
3.보험서비스비용,"(1,748,779)","(1,667,870)",0
4.재보험서비스비용,"(82,190)","(63,910)",0
(4)보험금융손익,"(516,097)",807964,0
1.보험금융수익,143064,850940,0
2.보험금융비용,"(659,161)","(42,976)",0
(5)보험손익,0,0,"(775,386)"
1.보험수익,0,0,6484523
2.보험비용,0,0,"(7,259,909)"
(6)배당수익,181486,177569,124531
(7)당기손익-공정가치측정금융상품관련손익,2493626,"(1,160,833)",1103631
(8)당기손익-공정가치측정금융상품관련손익-당기손익조정접근법,0,0,43003
(9)당기손익-공정가치측정지정금융상품관련손익,"(437,780)",576942,"(88,301)"
(10)외환거래손익,256766,245079,222819
(11)기타포괄손익-공정가치측정유가증권 처분손익,"(129,575)","(161,423)",85596
(12)상각후원가측정유가증권 처분손익,251,(60),(319)
(13)신용손실충당금전입액,"(2,244,503)","(1,291,813)","(974,685)"
(14)일반관리비,"(5,895,337)","(5,644,160)","(5,743,088)"
(15)기타영업손익,"(2,186,730)","(1,700,320)","(1,490,027)"
Ⅱ.관계기업 이익에 대한 지분,125088,121697,158600
Ⅲ.기타영업외손익,"(260,978)",339365,"(527,032)"
Ⅳ.법인세비용차감전순이익,5964960,6366626,5583664
Ⅴ.법인세비용,1486960,1611112,1471036
Ⅵ.당기순이익,4478000,4755514,4112628
Ⅶ.기타포괄손익,844389,"(1,005,775)","(617,789)"
후속적으로 당기손익으로 재분류되는 포괄손익:,,,
(1)후속적으로 당기손익으로 재분류되는 포괄손익:,1031505,"(1,260,279)","(664,286)"
1.기타포괄손익-공정가치측정유가증권 평가손익,3162544,"(5,928,937)","(879,671)"
2.당기손익-공정가치측정금융상품 관련손익_당기손익조정접근법,0,0,"(20,098)"
3.관계기업의 기타포괄손익에 대한 지분,7156,"(15,758)",2748
4.해외사업환산손익,"(6,245)",14732,252308
5.현금흐름위험회피평가손익,61280,"(70,264)",21700
6.특별계정기타포괄손익,0,0,"(41,273)"
7.보험계약자산(부채)순금융손익,"(2,172,458)",4705903,0
8.재보험계약자산(부채)순금융손익,"(20,772)",34045,0
후속적으로 당기손익으로 재분류되지 않는 포괄손익:,,,
(2)후속적으로 당기손익으로 재분류되지 않는 포괄손익:,"(187,116)",254504,46497
1.순확정급여부채(자산)의 재측정요소,"(200,857)",251991,43277
2.관계기업의 기타포괄손익에 대한 지분,0,(5),(2)
3.기타포괄손익-공정가치측정유가증권 평가손익,8174,5133,35441
4.기타포괄손익-공정가치측정유가증권 처분손익,"(3,056)",2134,"(29,421)"
5.당기손익-공정가치측정지정금융부채의 자기신용위험 조정,8623,"(4,749)","(2,798)"
Ⅷ.총포괄이익,5322389,3749739,3494839
Ⅸ.당기순이익의 귀속,,,
(1)지배기업 소유주지분,4368035,4665643,4019254
(2)비지배지분,109965,89871,93374
Ⅹ.총포괄이익의 귀속,,,
(1)지배기업 소유주지분,5208629,3660798,3402925
(2)비지배지분,113760,88941,91914
XI.주당이익,,,
기본 및 희석 주당이익 (단위 : 원),8048,8498,7308
