Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
영업수익,82665225759,55474362631,27316055223
매출원가,69565485076,46698257916,20298117855
매출총이익,13099740683,8776104715,7017937368
판매비와관리비,14961867504,16244121024,9991786698
영업이익(손실),"(1,862,126,821)","(7,468,016,309)","(2,973,849,330)"
금융수익,7774611849,17688199852,556842795
금융원가,4079389384,17973322212,38636014338
관계기업투자손익,"(4,287,761,447)","(12,056,045,054)","(1,580,398,694)"
기타이익,3597602407,7663925928,275376111
기타손실,593312597,641565213,3553840331
법인세비용차감전순이익(손실),549624007,"(12,786,823,008)","(45,911,883,787)"
법인세비용(수익),"(131,947,524)","(256,845,072)","(7,482,028,761)"
계속영업이익(손실),681571531,"(12,529,977,936)","(38,429,855,026)"
중단영업이익(손실),,590838000,"(791,584,918)"
당기순이익(손실),681571531,"(11,939,139,936)","(39,221,439,944)"
기타포괄손익,"(137,521,416)","(94,609,544)","(87,576,637)"
당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,
확정급여제도의 재측정손익(세후기타포괄손익),"(184,680,287)","(75,232,770)","(78,616,471)"
기타포괄손익-공정가치 측정 금융자산 평가손익(세후기타포괄손익),"(1,628,169)",,"(229,249,800)"
당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),,,
지분법자본변동,48787040,"(19,376,774)",220289634
총포괄손익,544050115,"(12,033,749,480)","(39,309,016,581)"
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),"(3,843,709,939)","(16,627,259,403)","(39,032,603,672)"
비지배지분에 귀속되는 당기순이익(손실),4525281470,4688119467,"(188,836,272)"
포괄손익의 귀속,,,
"포괄손익, 지배기업의 소유주에게 귀속되는 지분","(3,870,348,934)","(16,612,695,997)","(39,116,249,157)"
"포괄손익, 비지배지분",4414399049,4578946517,"(192,767,424)"
주당이익,,,
기본주당이익(손실) (단위 : 원),,,
계속영업기본주당이익(손실) (단위 : 원),(23),(105),(331)
중단영업기본주당이익(손실) (단위 : 원),,4,(7)
희석주당이익(손실) (단위 : 원),,,
계속영업희석주당이익(손실) (단위 : 원),(23),(105),(331)
중단영업희석주당이익(손실) (단위 : 원),,4,(7)
