Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),132803131511,138617489348,129174635687
매출원가,83563454833,85024040442,77016211353
매출총이익,49239676678,53593448906,52158424334
판매비와관리비,49576598317,48069112174,40815586581
대손상각비,86193595,234844363,"(450,144,643)"
영업이익(손실),"(423,115,234)",5289492369,11792982396
금융수익,895004215,790652245,2691592581
금융원가,983622471,904436613,870403413
기타이익,3341656152,4290809083,30495161651
기타손실,20276670207,37199910367,25452146335
관계기업지분법손익,"(2,786,486,022)","(1,370,356,101)","(3,753,369,936)"
법인세비용차감전순이익(손실),"(20,233,233,567)","(29,103,749,384)",14903816944
법인세비용,"(3,482,698,146)","(7,098,396,185)",12591725914
당기순이익(손실),"(16,750,535,421)","(22,005,353,199)",2312091030
지배기업의 소유주에게 귀속되는 당기순이익(손실),"(16,813,946,619)","(22,252,588,245)",1111858468
비지배지분에 귀속되는 당기순이익(손실),63411198,247235046,1200232562
기타포괄손익,844296791,"(697,465,893)",1180703749
당기손익으로 재분류되지 않는항목(세후기타포괄손익),726790394,"(693,622,059)",488122972
확정급여제도의 재측정손익(세후기타포괄손익),"(16,818,482)",113089364,488122972
기타포괄손익-공정가치 측정 금융자산 평가손익(세후기타포괄손익),743608876,"(806,711,423)",
당기손익으로 재분류되는 세후기타포괄손익,117506397,"(3,843,834)",692580777
외화환산외환차이의 세후차익(차손),"(98,162,839)","(390,049,757)","(320,828,829)"
지분법자본변동,215669236,386205923,1013409606
총 포괄손익,"(6,915,311,241)","(22,702,819,092)",3492794779
총 포괄손익의 귀속,,,
"총 포괄손익, 지배기업의 소유주에게 귀속되는 지분","(15,899,847,455)","(22,829,609,114)",2363707471
"총 포괄손익, 비지배지분","(6,391,175)",126790022,1129087308
주당이익,,,
기본주당이익(손실) (단위 : 원),"(1,683.00)","(2,212.00)",114.00
희석주당이익(손실) (단위 : 원),"(1,683.00)","(2,212.00)",114.00
