Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
당기순이익(손실),"(40,327,657,463)","(13,250,577,207)","(48,034,173,356)"
기타포괄손익,11716427154,936085231,1012021279
당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,
자산재평가손익(세후기타포괄손익),9899508683,104337802,2320747572
순확정급여제도의 재측정요소,1816918471,832747429,"(1,230,726,293)"
기타포괄손익-공정가치측정금융자산평가손실,,"(1,000,000)","(78,000,000)"
당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),,,
지분법 자본변동,,,
총포괄손익,"(28,611,230,309)","(12,314,491,976)","(47,022,152,077)"
포괄손익의 귀속,,,
"포괄손익, 지배기업의 소유주에게 귀속되는 지분","(28,691,251,931)","(9,439,487,593)","(37,652,472,329)"
"포괄손익, 비지배지분",80021622,"(2,875,004,383)","(9,369,679,748)"
