Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,30468100,28733332,26907075
"현금및현금성자산 (주5,6)",7587329,4977007,5057982
"단기금융상품 (주5,6,7)",472617,415625,474637
"단기투자자산 (주5,6)",860972,1016360,3139923
"매출채권 (주5,6,8,32)",6600273,5186054,8267111
"기타수취채권 (주5,6,8,32)",357641,272512,171464
재고자산 (주9),13480659,15664707,8950087
당기법인세자산,69916,14523,4113
기타유동자산 (주10),925502,1186544,841728
"기타금융자산 (주5,6,7)",83750,,30
매각예정자산,29441,,
비유동자산,69862065,75138180,69439450
관계기업 및 공동기업투자 (주11),1367348,1352845,1410428
"장기투자자산 (주5,6)",4105704,5733544,6665513
"기타수취채권 (주5,6,8,32)",475013,354167,339517
"기타금융자산 (주5,6,7,22)",68217,115712,91139
"유형자산 (주12,15,33)",52704853,60228528,53225667
"사용권자산 (주13,32)",2694844,1779985,1597344
무형자산 (주14),3834567,3512107,4797162
"투자부동산 (주12,15)",211,223,164197
"이연법인세자산 (주21,30)",2989472,657115,590244
종업원급여자산 (주20),1404014,1332253,428962
기타비유동자산 (주10),217822,71701,129277
자산총계,100330165,103871512,96346525
부채,,,
유동부채,21007810,19843696,14735395
"매입채무 (주5,6,32)",1845537,2186230,1359247
"미지급금 (주5,6,32,33)",3293308,5445335,4606716
"기타지급채무 (주5,6,16,32)",1688631,3024648,2278316
"차입금 (주5,6,17,32,33)",9857189,7423247,2880763
충당부채 (주19),286517,251889,10167
당기법인세부채,43890,696553,3002734
"리스부채 (주5,6,13,32)",631497,280873,302059
기타 유동부채 (주18),1882261,534335,294780
"기타금융부채 (주5,6,33)",1478980,586,613
비유동부채,25818603,20737274,19420072
"장기미지급금 (주5,6,33)",3143636,2958659,2693301
"기타지급채무 (주5,6,16,32)",96567,28083,32215
"차입금 (주5,6,17,33)",19611443,15571357,14743046
충당부채 (주19),1603,1404,
확정급여부채 (주20),63932,69952,1200
이연법인세부채 (주21),114396,382477,627995
"리스부채 (주5,6,13,32)",2398377,1516208,1223703
"기타금융부채 (주5,6,22,33)",3247,4290,4606
기타 비유동 부채 (주18),385402,204844,94006
부채총계,46826413,40580970,34155467
자본,,,
지배기업의 소유주에게 귀속되는 자본,53504285,63266355,62157072
자본금 (주23),3657652,3657652,3657652
자본잉여금 (주23),4372559,4336170,4334643
"기타자본 (주23,35)","(2,269,294)","(2,311,409)","(2,294,562)"
기타포괄손익누계액 (주23),1014055,898682,675271
이익잉여금 (주24),46729313,56685260,55784068
비지배지분,(533),24187,33986
자본총계,53503752,63290542,62191058
부채및자본총계,100330165,103871512,96346525
