Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
계속영업,,,
매출액,2265489918200,2606596306671,2487979024450
매출원가,2161578354309,2504006739413,1942382201158
매출총이익,103911563891,102589567258,545596823292
판매비와관리비,203281639051,207053761672,204334770052
영업손실,"(99,370,075,160)","(104,464,194,414)",341262053240
기타수익,53166825723,88592284079,38243316848
기타비용,146780060749,97740757388,38110862258
금융수익,88884346334,95464327921,36651236611
금융비용,52555291781,69580718859,13271975552
관계기업투자의 손익에 대한 지분,157845855460,317138542310,37558362704
지분법이익,157063026623,316371109581,36991061245
관계기업투자자산처분이익,782828837,767432729,567301459
법인세비용차감전순이익(손실),1191599827,229409483649,402332131593
법인세비용(수익),"(30,605,610,396)","(46,836,655,863)",111714996424
계속영업당기순이익(손실),31797210223,276246139512,290617135169
중단영업,,,
중단영업당기순이익(손실),"(46,491,657,544)","(19,135,935,218)",26409486271
당기순이익(손실),"(14,694,447,321)",257110204294,317026621440
기타포괄손익,"(77,075,779,292)","(104,271,822,067)",224308443063
후속적으로 당기손익으로 재분류되지 않는 항목,,,
확정급여제도의 재측정요소,"(4,050,423,692)",5207791994,1197703781
"관계기업의 기타포괄손익 등에 대한 지분, 재분류되지 않는 항목","(9,105,464,682)","(116,543,961,383)",229099531421
기타포괄손익-공정가치측정금융자산평가이익(손실),"(3,381,256,251)","(30,095,416,338)",25350578289
당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),,,
"관계기업의 기타포괄손익 등에 대한 지분, 재분류되는 항목","(61,076,019,539)",37660633825,"(39,136,105,712)"
해외사업환산이익(손실),537384872,"(500,870,165)",7796735284
총포괄이익(손실),"(91,770,226,613)",152838382227,541335064503
당기순이익(손실)의 귀속,,,
"당기순이익(손실), 지배기업의 소유주 지분","(18,502,423,167)",256658274834,316363878890
"당기순이익(손실), 비지배지분",3807975846,451929460,662742550
총포괄이익(손실)의 귀속,,,
"포괄이익(손실), 지배기업의 소유주 지분","(95,566,577,390)",152356700457,540678423028
"포괄이익(손실), 비지배지분",3796350777,481681770,656641475
지배기업의 소유주 지분에 대한 주당이익,,,
계속영업기본주당이익(손실) (단위 : 원),33256.0,327690.0,344515.0
중단영업기본주당이익(손실) (단위 : 원),"(55,240.0)","(22,737.0)",31379.0
