Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
Ⅰ.보험손익,883066,916363,"(478,252)"
1.보험영업수익,10088869,9271948,12631910
(1)보험수익,9416718,8757168,0
(2)재보험수익,672151,514780,0
(3)보험료수익,0,0,11512261
(4)재보험금수익,0,0,903475
(5)구상이익,0,0,6883
(6)수입경비,0,0,74132
(7)재보험자산변동이익,0,0,135159
2.보험영업비용,9205803,8355585,13110162
(1)보험비용,7983753,7207690,0
(2)재보험비용,828267,764060,0
(3)기타사업비용,393783,383835,0
(4)보험계약부채전입액,0,0,1682454
(5)보험금비용,0,0,5491110
(6)환급금및배당금비용,0,0,2412210
(7)재보험료비용,0,0,1133568
(8)손해조사비,0,0,268280
(9)신계약비상각비,0,0,893286
(10)사업비,0,0,1229254
Ⅱ.투자손익,137982,"(391,335)",875647
1.투자영업수익,1810844,1873426,1553269
(1)보험금융수익,32679,73841,0
(2)재보험금융수익,46075,119147,0
(3)이자수익,831271,761011,680600
(4)배당수익,35380,35118,42700
(5)유가증권 평가 및 처분이익,364511,216807,62327
(6)대출채권 및 기타수취채권 평가 및 처분이익,9845,3086,4037
(7)파생상품관련이익,27697,53256,14980
(8)종속기업투자주식관련이익,1948,111,2144
(9)외화거래이익,103570,231163,284760
(10)기타수익,357868,379886,386528
(11)특별계정수익,0,0,75193
2.투자영업비용,1672862,2264761,677622
(1)보험금융비용,764834,785638,0
(2)재보험금융비용,54814,76467,0
(3)이자비용,239602,97180,10262
(4)유가증권 평가 및 처분손실,290149,809012,91285
(5)대출채권 및 기타수취채권 평가 및 처분손실,17011,25866,8935
(6)파생상품관련손실,152663,264773,284324
(7)종속기업투자주식관련손실,949,18112,0
(8)외화거래손실,11420,11840,27859
(9)재산관리비,38941,36437,68653
(10부동산관리비,3163,6600,17452
(11)기타비용,99316,132836,93659
(12)특별계정비용,0,0,75193
Ⅲ.영업이익,1021048,525028,397395
Ⅳ.영업외손익,14246,174338,"(15,220)"
1.영업외수익,31936,190113,8826
2.영업외비용,17690,15775,24046
Ⅴ.법인세비용차감전순이익,1035294,699366,382175
Ⅵ.법인세비용,268804,152048,100841
Ⅶ.당기순이익,766490,547318,281334
대손준비금 반영후 조정이익,768159,554707,276106
비상위험준비금 반영후 조정이익,689445,466892,207737
해약환급금준비금 반영후 조정이익,157274,132690,281334
Ⅷ.기타포괄손익,112097,544765,"(205,421)"
1.후속적으로 당기손익으로 재분류되지 않는 포괄손익,6386,22005,20023
(1)확정급여채무 재측정요소,"(2,408)",24662,21879
(2)재평가잉여금,69,693,0
(3)기타포괄손익-공정가치측정 지분증권 관련손익,8725,"(3,350)","(1,856)"
2.후속적으로 당기손익으로 재분류되는 포괄손익,105711,522760,"(225,444)"
(1)기타포괄손익-공정가치측정금융자산 평가손익,1167305,"(2,465,752)","(350,334)"
(2)기타포괄손익-공정가치측정유가증권 대손충당금,3268,(769),153
(3)현금흐름위험회피파생상품평가손익,138904,"(45,570)",(408)
(4)관계기업투자관련기타포괄손익,(141),(34),78
(5)해외사업장환산손익,2474,6824,15446
(6)보험계약 관련 금융손익,"(1,236,291)",3091121,0
(7)재보험계약 관련 금융손익,30192,"(63,060)",0
(8)당기손익조정접근법 조정손익,0,0,109621
Ⅸ.당기총포괄손익,878587,1092083,75913
1.당기순이익의 귀속,,,
(1)지배기업소유지분순이익,766211,546968,281078
(2)비지배지분순손익,279,350,256
2.당기총포괄손익의 귀속,,,
(1)지배기업소유지분총포괄손익,878141,1091892,75319
(2)비지배지분총포괄손익,446,191,594
