Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
Ⅰ.현금및현금성자산,1149218,782130,522681
Ⅱ.당기손익-공정가치측정금융자산,9195921,8994629,8633955
Ⅲ.기타포괄손익-공정가치측정금융자산,18035111,15741249,5848590
Ⅳ.상각후원가측정유가증권,29723,29816,8909307
Ⅴ.상각후원가측정대출채권,5975301,6189267,8310277
Ⅵ.상각후원가측정기타수취채권,562050,625700,837795
Ⅶ.관계기업투자주식,58761,51480,2421
Ⅷ.위험회피목적파생상품자산,136542,54175,7758
Ⅸ.보험계약자산,229640,83304,0
Ⅹ.재보험계약자산,1646505,1488253,1342615
XI.투자부동산,5216,5389,218509
XⅡ.유형자산,473006,547651,701767
XⅢ.무형자산,80781,75953,62150
XIV.당기법인세자산,90,2083,1236
XV.순확정급여자산,106768,111307,90616
XVI.이연법인세자산,3906,3508,3539
XVII.기타자산,111932,30141,76717
XVIII.신계약비,0,0,1379109
XIX.특별계정자산,0,0,3384211
자산총계,37800471,34816035,40333253
자본과 부채,,,
부채,,,
Ⅰ.보험계약부채,24441747,22079065,31607422
Ⅱ.재보험계약부채,3842,3149,0
Ⅲ.당기손익-공정가치측정금융부채,1575,137,4620
Ⅳ.상각후원가측정기타금융부채,4712564,4703226,707343
Ⅴ.차입부채,0,29732,83560
Ⅵ.사채,663955,663616,378094
Ⅶ.위험회피목적파생상품부채,183709,281552,113723
Ⅷ.충당부채,5579,4505,27043
Ⅸ.확정급여채무,388,362,321
Ⅹ.당기법인세부채,67,847,328
XI.이연법인세부채,1235151,1011895,306891
XⅡ.기타부채,244242,258884,188892
XⅢ.특별계정부채,0,0,3598144
XIV.부채총계,31492819,29036970,37016381
자본,,,
Ⅰ.지배기업소유지분,6301974,5773833,3311831
1.자본금,33250,33250,33250
2.자본잉여금,348454,348454,348454
3.자본조정,(9),(9),(9)
4.기타포괄손익누계액,285792,173862,14655
5.이익잉여금,5634487,5218276,2915481
대손준비금 적립(환입)예정액,"(31,918)","(6,279)",5318
대손준비금 기적립액,51836,58115,52797
비상위험준비금 적립(환입)예정액,77045,80426,73597
비상위험준비금 기적립액,1058272,977846,904249
해약환급금준비금 적립예정액,2792853,0,0
Ⅱ.비지배지분,5678,5232,5041
자본총계,6307652,5779065,3316872
자본과부채총계,37800471,34816035,40333253
