Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
당기순이익,32941534857,57790206549,60141224395
기타포괄손익,5824854307,10776080396,12112781248
당기손익으로 재분류되지 않는 항목,,,
확정급여제도의 재측정손익(세후기타포괄손익),1003839502,1076048025,"(1,340,477,434)"
유형자산재평가이익,4316519171,5434308338,2803321445
관련 법인세효과,"(1,172,190,256)","(1,259,919,946)","(321,825,683)"
후속적으로 당기손익으로 재분류될 수 있는 항목,,,
지분법자본변동,,,3187874458
해외사업환산손익,1676685890,5525643979,7783888462
당기총포괄이익,38766389164,68566286945,72254005643
당기총포괄이익의 귀속,,,
지배기업소유주지분,38766389164,68566286945,72254005643
비지배주주지분,,,
