Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),35869230492,24846936261,15794482679
매출원가,29304142884,20390802594,12293556559
매출총이익,6565087608,4456133667,3500926120
판매비와관리비,6144303828,4631514186,2848584833
영업이익(손실),420783780,"(175,380,519)",652341287
금융수익,2681159119,2100316056,778580775
금융원가,1864279859,2190898977,1687690872
기타이익,57645976,180876962,224236624
기타손실,239007325,263684983,807658695
법인세비용차감전순이익(손실),1056301691,"(348,771,461)","(840,190,881)"
법인세비용(수익),"(11,696,267)","(130,879,644)",0
당기순이익(손실),1067997958,"(217,891,817)","(840,190,881)"
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),1078067377,"(190,012,824)","(840,190,881)"
비지배지분에 귀속되는 당기순이익(손실),"(10,069,419)","(27,878,993)",0
기타포괄손익,"(65,823,147)","(297,117,536)","(85,239,808)"
당기손익으로 재분류되지 않는항목(세후기타포괄손익),"(78,069,598)","(356,009,447)","(1,553,659)"
기타포괄손익-공정가치측정 금융자산평가손실,220997224,"(295,911,540)",10717900
확정급여제도의 재측정손익(세후기타포괄손익),"(299,066,822)","(60,097,907)","(12,271,559)"
당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),12246451,58891911,"(83,686,149)"
해외사업장환산외환차이(세후기타포괄손익),12246451,58891911,"(83,686,149)"
총포괄손익,1002174811,"(515,009,353)","(925,430,689)"
총 포괄손익의 귀속,,,
"포괄손익, 지배기업의 소유주에게 귀속되는 지분",1012244230,"(487,130,360)","(925,430,689)"
"포괄손익, 비지배지분","(10,069,419)","(27,878,993)",0
주당이익,,,
기본주당이익(손실) (단위 : 원),19,(4),(26)
희석주당이익(손실) (단위 : 원),19,(4),(26)
