Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
영업수익,7557001757272,6798741511168,5910512880994
영업비용,7096143911599,6229351066000,5322628541792
영업이익(손실),460857845673,569390445168,587884339202
기타이익,192325496198,2013526888471,1733428879888
기타비용,2314423922721,1111460704300,407247470350
금융수익,317436516310,342770344861,177819476133
이자수익,190163179060,122729259737,36888967232
기타금융수익,127273337250,220041085124,140930508901
금융비용,308396402380,487662708977,315317249849
지분법이익,122168983363,100293933787,596401092499
지분법손실,118208762169,157923180356,86307972918
법인세비용차감전순이익(손실),"(1,648,240,245,726)",1268935018654,2286661094605
법인세비용(수익),168428765288,201905981231,646176899199
당기순이익(손실),"(1,816,669,011,014)",1067029037423,1640484195406
지배기업 소유주지분,"(1,012,550,566,010)",1358019478520,1387314031334
비지배지분에 배분된 당기순손익,"(804,118,445,004)","(290,990,441,097)",253170164072
기타포괄손익,102124246317,"(1,729,794,099,216)",431801101045
후속적으로 당기손익으로 재분류될 수 없는 항목,0,0,0
확정급여제도의재측정요소,"(26,603,262,318)","(2,243,667,645)","(5,968,432,749)"
기타포괄손익-공정가치측정지분상품평가손익,137432675781,"(1,721,801,203,448)",368152262648
자산재평가손익(세전기타포괄손익),0,0,"(1,126,381,947)"
관계기업 자본변동지분,33447117380,"(52,475,618,837)",33126909845
후속적으로 당기손익으로 재분류될 수 있는 항목,0,0,0
관계기업 기타포괄손익지분,"(145,420,581)",1926991158,1290324072
해외사업환산손익,"(42,007,124,410)",44799399556,36950865628
지분법 이익잉여금 변동,,,"(624,446,452)"
재보험계약자산(부채)순금융손익,260465,0,0
총포괄손익,"(1,714,544,764,697)","(662,765,061,793)",2072285296451
지배기업의 소유주에게 귀속되는 총포괄손익,"(883,797,931,865)","(262,475,265,393)",1686584498019
비지배지분에 귀속되는 총포괄손익,"(830,746,832,832)","(400,289,796,400)",385700798432
주당이익,,,
기본주당이익(손실) (단위 : 원),"(2,315.0)",3118.0,3210.0
희석주당이익(손실) (단위 : 원),"(2,315.0)",3066.0,3135.0
