Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,1727429,1430318,948999
"현금및현금성자산 (주4,5,7,9)",350257,102233,118309
"단기예금 (주4,7,9,21)",12562,53406,45186
"단기투자금융자산 (주6,8,9,21)",4296,10002,0
"매출채권 (주4,9,10,11)",133627,135519,67032
"계약자산 (주4,11)",387498,233295,267748
"미수금 (주9,10)",54023,55724,58914
선급금,204693,166055,149511
"재고자산 (주12,21)",135297,200698,147110
"기타유동금융자산 (주4,9,19)",8897,33262,32717
기타유동자산 (주20),56737,60582,62392
매각예정자산 (주17),379542,379542,80
비유동자산,1163156,1137379,1436237
"장기투자금융자산 (주6,8,9,21)",108820,134675,132825
관계기업투자 (주13),61737,45985,36250
"유형자산 (주14,21,37)",745840,644984,923488
투자부동산 (주15),56345,10643,59891
무형자산 (주16),5416,5748,6209
"장기대여금 (주4,9)",87206,80036,44026
사용권자산 (주18),46514,181681,185908
장기성매출채권,0,0,339
"보증금 (주4,9,21)",40624,27945,38180
장기미수금,0,0,0
"기타비유동금융자산 (주4,7,9,19)",7851,4686,8418
기타비유동자산 (주20),2803,996,703
자산총계,2890585,2567697,2385236
부채,,,
유동부채,2125811,1418222,949994
매입채무 (주9),274450,229426,224282
"유동성장기부채 (주9,22)",656520,70785,150785
미지급금 (주9),107466,73302,69822
계약부채,616653,472547,298803
예수금,11900,15118,9462
미지급비용 (주9),81507,12654,11216
충당부채 (주27),132953,131793,143937
"기타유동금융부채 (주9,18,25)",35581,193791,28688
기타 유동부채 (주26),208781,218806,12999
비유동부채,423862,764485,1003237
"사채 (주9,22)",0,29421,28455
"장기차입금 (주9,22)",25785,551007,501064
순확정급여부채 (주23),80222,63747,60832
장기충당부채 (주27),24224,17439,17572
이연법인세부채 (주24),104537,80368,84194
"기타비유동금융부채 (주9,18,25)",77909,17121,183575
기타 비유동 부채 (주26),111185,5382,127545
부채총계,2549673,2182707,1953231
자본,,,
지배기업소유주지분,340793,385056,432073
자본금 (주28),416371,416371,416371
주식발행초과금 (주29),1050101,1050101,1050101
결손금 (주30),"(1,532,564)","(1,408,225)","(1,358,658)"
기타자본항목,406885,326809,324259
자기주식,"(1,423)","(1,423)","(1,423)"
자기주식처분손실,(6),(6),(6)
기타포괄손익-공정가치 측정 금융자산 평가이익 적립금,"(3,784)","(3,623)","(3,930)"
지분법기타포괄손익변동,2,2,(674)
해외사업환산이익,62828,63256,65365
기타자본잉여금,11590,11590,11590
재평가잉여금,337678,257013,253337
비지배지분,119,(66),(68)
자본총계,340912,384990,432005
부채와자본총계,2890585,2567697,2385236
