Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
Ⅰ.당기순이익(손실),7903,14935.0,"(7,510)"
Ⅱ.기타포괄손익,"(4,274)",5853.0,(475)
(1)후속적으로당기손익으로 재분류 되지 않는 항목(세후기타포괄손익),"(3,755)",4862.0,(635)
1.확정급여제도의 재측정손익(세후기타포괄손익),"(3,755)",4862.0,(635)
(2)후속적으로당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),(519),991.0,160
1.파생상품평가손익,(517),991.0,160
2.지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분(세후기타포괄손익),(2),,
Ⅲ.총포괄손익,3629,20788.0,"(7,985)"
Ⅳ.포괄손익의 귀속,,,
"(1)포괄손익, 지배기업의 소유주에게 귀속되는 지분",3316,20552.0,"(6,992)"
"(2)포괄손익, 비지배지분",313,236.0,(993)
