Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,53134813,50886731,52836069
비금융업,30322828,28568270,24319318
금융업,22811985,22318461,28852822
당기손익조정액(Overlay Adjustment),0,0,"(336,071)"
매출원가,46735075,45087123,47131571
비금융업,25255467,23736412,20274863
금융업,21479608,21350711,26931089
당기손익조정액(Overlay Adjustment),0,0,"(74,381)"
매출총이익,6399738,5799608,5704498
판매비와관리비,3987818,3429970,2776610
영업이익,2411920,2369638,2927888
기타수익,2406299,2446190,1466458
기타비용,1957068,2175239,1109332
금융수익,238876,116794,53453
금융비용,902887,547445,398321
지분법 손익,49476,"(76,020)",276308
법인세차감전순이익,2246616,2133918,3216454
법인세비용,611101,124957,934385
당기순이익,1635515,2008961,2282069
당기순이익의 귀속,,,
지배주주,380490,1174434,973499
비지배지분,1255025,834527,1308570
기타포괄손익,"(353,136)",4271331,"(940,853)"
후속적으로 당기손익으로 재분류되는 항목,3598806,"(7,610,672)","(1,431,161)"
기타포괄손익-공정가치측정채무상품평가손익,3100177,"(7,147,768)","(1,697,346)"
관계기업 기타포괄손익에 대한 지분해당액,21292,188234,139691
현금흐름위험회피 파생상품평가손익,422386,"(675,833)","(92,479)"
해외사업장환산손익,54951,24695,167485
특별계정기타포괄손익,0,0,"(100,094)"
당기손익조정액(Overlay Adjustment),0,0,151582
후속적으로 당기손익으로 재분류되지 않는 항목,"(3,951,942)",11882003,490308
순확정급여부채의 재측정요소,"(103,500)",129251,78176
기타포괄-공정가치측정지정금융자산평가손익(지분상품),"(89,299)","(285,678)",412539
당기손익-공정가치측정지정금융부채의 자기신용위험조정,(178),(121),(440)
보험금융 손익,"(3,884,893)",9021796,0
자산재평가잉여금,125928,3016755,33
총포괄손익,1282379,6280292,1341216
포괄손익의 귀속,,,
지배주주,"(45,120)",3377689,493013
비지배지분,1327499,2902603,848203
기본주당이익,,,
보통주당순이익 (단위 : 원),3920,12765,10568
우선주당순이익 (단위 : 원),3970,12815,10618
희석주당이익 (단위 : 원),,,
보통주당순이익 (단위 : 원),3872,12661,10562
우선주당순이익 (단위 : 원),3922,12711,10612
