Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
보험서비스결과,1448232,1667845,"(7,131,440)"
보험영업수익,8672104,7890522,18149405
보험수익,8536474,7783232,0
출재보험서비스수익,135630,107290,0
보험료수익_IFRS4,0,0,17635731
재보험수익_IFRS4,0,0,513674
보험서비스비용,7223872,6222677,25280845
일반보험서비스비용,7000247,6022526,0
출재보험서비스비용,162865,139335,0
기타사업비용,60760,60816,0
보험계약부채전입액_IFRS4,0,0,6481108
지급보험금_IFRS4,0,0,14802889
재보험비용_IFRS4,0,0,588308
사업비_IFRS4,0,0,2211675
신계약비상각비_IFRS4,0,0,1196865
투자손익,950145,512882,7477987
투자서비스수익,22264910,26496467,14855798
보험금융수익,1404187,5404814,0
재보험금융수익,47678,16328,0
이자수익(매출액),8437019,7748609,7221812
당기손익공정가치측정금융상품관련이익,4345918,0,0
당기손익인식금융상품관련이익,0,406392,143565
기타포괄손익공정가치측정금융상품관련이익,70315,0,0
매도가능금융자산관련이익,0,683217,321998
상각후원가측정유가증권관련이익,28,0,0
만기보유금융자산관련이익,0,1,0
파생상품관련이익,2534850,4512005,789998
외화거래이익,1605124,3316775,1688142
수수료수익,1951878,1849770,1800194
배당금수익,927332,1415813,1874245
임대료수익,422547,422567,397472
기타영업수익,318398,497783,360452
리스수익,199636,222393,257920
투자서비스비용,21314765,25983585,7377811
보험금융비용,10593170,7912324,0
재보험금융비용,40313,36647,0
재산관리비,305332,279890,295887
이자비용,1538797,1119209,611484
당기손익-공정가치측정금융상품관련손실,434913,0,0
당기손익인식금융상품관련손실,0,4520078,51360
기타포괄손익-공정가치측정금융상품관련손실,491470,0,0
매도가능금융자산관련손실,0,362100,135568
상각후원가측정금융자산관련손실,823300,0,0
만기보유금융자산관련손실,0,12,0
대출채권및기타수취채권관련손실,0,422300,345273
파생상품관련손실,3979723,6965273,2677316
외화거래손실,656927,1816042,374893
기타영업비용,2450820,2549710,2886030
특별계정관련손익_IFRS4,0,0,1354476
특별계정수입수수료_IFRS4,0,0,1354476
특별계정수익_IFRS4,0,0,719399
특별계정비용_IFRS4,0,0,719399
영업이익(손실),2398377,2180727,1701023
영업외손익,160674,259737,333194
영업외수익,210691,428990,374803
영업외비용,50017,169253,41609
법인세비용차감전순이익,2559051,2440464,2034217
법인세비용,525342,132867,436515
계속영업이익(손실),2033709,2307597,1597702
중단영업이익(손실),0,0,0
당기순이익(손실),2033709,2307597,1597702
기타포괄손익,4666990,2720896,"(5,091,933)"
당기손익으로 재분류되는 세후기타포괄손익의 구성요소,"(1,102,810)",2708593,"(5,073,936)"
기타포괄손익공정가치측정채무증권평가손익,5385879,0,0
기타포괄손익-공정가치측정 신용손실,0,0,0
매도가능금융자산평가손익,0,"(16,577,385)","(4,810,044)"
만기보유금융자산평가손익,0,177099,0
관계기업 기타포괄손익지분,45823,"(45,487)",15605
특별계정기타포괄손익_IFRS4,0,0,"(254,742)"
해외사업환산손익,3380,"(1,412)",152670
위험회피목적파생상품평가손익,532383,"(145,178)","(177,425)"
기타포괄보험금융손익 - 후속적으로 재분류 되는 항목,"(7,115,273)",19095589,0
기타포괄재보험금융손익,44998,205367,0
당기손익으로 재분류되지 않는 세후기타포괄손익의 구성요소,5769904,12303,"(17,997)"
기타포괄손익공정가치측정지분증권평가손익,5825801,0,0
관계기업 자본변동지분,0,0,0
자산재평가손익,0,0,0
순확정급여부채재측정요소,"(55,897)",12303,"(17,997)"
보험계약자산(부채)순금융손익,0,0,0
총포괄손익,6700699,5028493,"(3,494,231)"
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),1895312,2170152,1469436
지배기업의 소유주에게 귀속될 계속영업손익,1895312,2170152,1469436
지배기업의 소유주에게 귀속될 중단영업손익,0,0,0
비지배지분에 귀속되는 당기순이익(손실),138397,137445,128266
비지배지분에 귀속될 계속영업이익(손실),138397,137445,128266
비지배지분에 귀속될 중단영업이익(손실),0,0,0
포괄손익의 귀속,,,
지배기업의 소유주에게 귀속되는 총포괄손익,6580989,4900915,"(3,633,627)"
지배기업의 소유주에게 귀속되는 계속영업포괄손익,6580989,4900915,"(3,633,627)"
지배기업의 소유주에게 귀속되는 중단영업포괄손익,0,0,0
비지배지분에 귀속되는 총포괄손익,119814,127578,139396
비지배지분에 귀속되는 계속영업포괄손익,119814,127578,139396
비지배지분에 귀속되는 중단영업포괄손익,0,0,0
주당이익,,,
보통주기본주당이익(손실) (단위 : 원),10554.0,12085.0,8183.0
계속영업기본주당이익(손실) - 보통주 (단위 : 원),10554.0,12085.0,8183.0
중단영업기본주당이익(손실) - 보통주 (단위 : 원),0.0,0.0,0.0
보통주희석주당이익(손실) (단위 : 원),10554.0,12085.0,8183.0
계속영업희석주당이익(손실) - 보통주 (단위 : 원),10554.0,12085.0,8183.0
중단영업희석주당이익(손실) - 보통주 (단위 : 원),0.0,0.0,0.0
